Date,Open,High,Low,Close,Volume
2019-09-16 00:00:00+00:00,0.41600900888442993,0.41600900888442993,0.038757000118494034,0.03973500058054924,92460628
2019-09-23 00:00:00+00:00,0.03973900154232979,0.04399700090289116,0.025870999321341515,0.03577600046992302,74344214
2019-09-30 00:00:00+00:00,0.03577600046992302,0.043035998940467834,0.035103000700473785,0.0384100005030632,62213932
2019-10-07 00:00:00+00:00,0.038339998573064804,0.039740998297929764,0.03300200030207634,0.03310900181531906,24399686
2019-10-14 00:00:00+00:00,0.03310900181531906,0.04037800058722496,0.03237299993634224,0.03282599896192551,27894483
2019-10-21 00:00:00+00:00,0.03292100131511688,0.03440999984741211,0.026926999911665916,0.0316849984228611,25486520
2019-10-28 00:00:00+00:00,0.031690001487731934,0.036991000175476074,0.030194999650120735,0.03686099871993065,23762136
2019-11-04 00:00:00+00:00,0.0368259996175766,0.039337001740932465,0.031964000314474106,0.035468000918626785,26042308
2019-11-11 00:00:00+00:00,0.035468000918626785,0.03580699861049652,0.03179299831390381,0.03286600112915039,12977829
2019-11-18 00:00:00+00:00,0.032857999205589294,0.03341900184750557,0.02436700090765953,0.024538999423384666,13480294
2019-11-25 00:00:00+00:00,0.024430999532341957,0.02907799929380417,0.022606000304222107,0.025456000119447708,11246834
2019-12-02 00:00:00+00:00,0.026138000190258026,0.027481000870466232,0.022022999823093414,0.027448000386357307,21011542
2019-12-09 00:00:00+00:00,0.027448000386357307,0.02836799994111061,0.022174999117851257,0.022881999611854553,20276250
2019-12-16 00:00:00+00:00,0.022881999611854553,0.023212000727653503,0.018120000138878822,0.018640000373125076,11582504
2019-12-23 00:00:00+00:00,0.01864599995315075,0.018713999539613724,0.012923000380396843,0.013135000132024288,14444874
2019-12-30 00:00:00+00:00,0.013144000433385372,0.01334100030362606,0.010011999867856503,0.011760000139474869,15671248
2020-01-06 00:00:00+00:00,0.01177200023084879,0.011869000270962715,0.010094000026583672,0.010985000059008598,9489684
2020-01-13 00:00:00+00:00,0.010987999849021435,0.012155000120401382,0.010089999996125698,0.010846000164747238,9023539
2020-01-20 00:00:00+00:00,0.010842000134289265,0.012551999650895596,0.01016900036484003,0.011672000400722027,7891411
2020-01-27 00:00:00+00:00,0.011680000461637974,0.015022000297904015,0.011203000321984291,0.013144000433385372,7297568
2020-02-03 00:00:00+00:00,0.013144000433385372,0.024600999429821968,0.012769999913871288,0.020632000640034676,48372117
2020-02-10 00:00:00+00:00,0.020634999498724937,0.08241400122642517,0.018722999840974808,0.05175400152802467,531567349
2020-02-17 00:00:00+00:00,0.05200999975204468,0.059693001210689545,0.04199700057506561,0.042753998190164566,115307915
2020-02-24 00:00:00+00:00,0.04276899993419647,0.04345500096678734,0.029673999175429344,0.03428899869322777,65819347
2020-03-02 00:00:00+00:00,0.034292999655008316,0.06449099630117416,0.03366199880838394,0.050579000264406204,159672404
2020-03-09 00:00:00+00:00,0.05094200000166893,0.0549280010163784,0.019853999838232994,0.04101699963212013,345607079
2020-03-16 00:00:00+00:00,0.041032999753952026,0.04379099979996681,0.03096500039100647,0.033452000468969345,196884173
2020-03-23 00:00:00+00:00,0.033452000468969345,0.03577800095081329,0.02981499955058098,0.03071100078523159,79810787
2020-03-30 00:00:00+00:00,0.03067000024020672,0.03430499881505966,0.030578000470995903,0.032673001289367676,58078276
2020-04-06 00:00:00+00:00,0.032933998852968216,0.03798399865627289,0.03220200166106224,0.033546000719070435,68053786
2020-04-13 00:00:00+00:00,0.033500999212265015,0.03444100171327591,0.030991999432444572,0.03308599814772606,39190454
2020-04-20 00:00:00+00:00,0.033062998205423355,0.03481199964880943,0.030559999868273735,0.034154001623392105,43779494
2020-04-27 00:00:00+00:00,0.03417399898171425,0.04700300097465515,0.03300900012254715,0.039337001740932465,135482528
2020-05-04 00:00:00+00:00,0.039400000125169754,0.04305100068449974,0.03300999850034714,0.03436199948191643,89829415
2020-05-11 00:00:00+00:00,0.03437099978327751,0.038479000329971313,0.03195200115442276,0.035930998623371124,61462299
2020-05-18 00:00:00+00:00,0.03598099946975708,0.03959599882364273,0.03514200076460838,0.037466999143362045,85009724
2020-05-25 00:00:00+00:00,0.03765900060534477,0.050216998904943466,0.0366940014064312,0.04365500062704086,218145997
2020-06-01 00:00:00+00:00,0.04366600140929222,0.04536199942231178,0.04106900095939636,0.043954998254776,81772434
2020-06-08 00:00:00+00:00,0.043942999094724655,0.045625001192092896,0.03980499878525734,0.041064001619815826,50016865
2020-06-15 00:00:00+00:00,0.04107299819588661,0.049153998494148254,0.03837699815630913,0.0434969998896122,91685299
2020-06-22 00:00:00+00:00,0.04350699856877327,0.04383600130677223,0.036750998347997665,0.03829700127243996,54325231
2020-06-29 00:00:00+00:00,0.03830299898982048,0.04125700145959854,0.03723800182342529,0.03950899839401245,44673538
2020-07-06 00:00:00+00:00,0.03950899839401245,0.04298999905586243,0.03922300040721893,0.04261099919676781,59602689
2020-07-13 00:00:00+00:00,0.04261099919676781,0.04355499893426895,0.03807799890637398,0.03996099904179573,49102298
2020-07-20 00:00:00+00:00,0.03996099904179573,0.0434969998896122,0.039845000952482224,0.04101800173521042,70466654
2020-07-27 00:00:00+00:00,0.04101699963212013,0.048048000782728195,0.03907499834895134,0.04309200122952461,175548512
2020-08-03 00:00:00+00:00,0.04338400065898895,0.04564699903130531,0.0424950011074543,0.044950999319553375,136096674
2020-08-10 00:00:00+00:00,0.044950999319553375,0.05803000181913376,0.044950999319553375,0.053047001361846924,449153740
2020-08-17 00:00:00+00:00,0.053047001361846924,0.057548001408576965,0.04808700084686279,0.04883300140500069,248863812
2020-08-24 00:00:00+00:00,0.048813000321388245,0.04948100075125694,0.04346900060772896,0.047022998332977295,190716397
2020-08-31 00:00:00+00:00,0.046957001090049744,0.04718500003218651,0.035211000591516495,0.03667899966239929,150875750
2020-09-07 00:00:00+00:00,0.03667699918150902,0.03891000151634216,0.03449200093746185,0.03660599887371063,60984580
2020-09-14 00:00:00+00:00,0.036619000136852264,0.03717299923300743,0.03336099907755852,0.03348100185394287,58340068
2020-09-21 00:00:00+00:00,0.03348400071263313,0.03374800086021423,0.029763000085949898,0.031530000269412994,96521683
2020-09-28 00:00:00+00:00,0.03154600039124489,0.03340400010347366,0.029217999428510666,0.030674999579787254,141843240
2020-10-05 00:00:00+00:00,0.030674999579787254,0.035374999046325684,0.029812999069690704,0.03407600149512291,296356209
2020-10-12 00:00:00+00:00,0.03407600149512291,0.03520999848842621,0.03195200115442276,0.03273800015449524,173507928
2020-10-19 00:00:00+00:00,0.03277000039815903,0.03289800137281418,0.030108999460935593,0.03198299929499626,199431743
2020-10-26 00:00:00+00:00,0.03198299929499626,0.03206000104546547,0.028773000463843346,0.029322000220417976,153662229
2020-11-02 00:00:00+00:00,0.029322000220417976,0.031846001744270325,0.027782000601291656,0.030277999117970467,109662777
2020-11-09 00:00:00+00:00,0.030277999117970467,0.03497700020670891,0.029704000800848007,0.03127000108361244,89158126
2020-11-16 00:00:00+00:00,0.03127000108361244,0.034481000155210495,0.029673999175429344,0.033661000430583954,106354564
2020-11-23 00:00:00+00:00,0.033661000430583954,0.03822899982333183,0.031021999195218086,0.03365600109100342,160001922
2020-11-30 00:00:00+00:00,0.03365999832749367,0.040268998593091965,0.032221000641584396,0.036851998418569565,89927408
2020-12-07 00:00:00+00:00,0.03687300160527229,0.04086200147867203,0.0331059992313385,0.03495199978351593,55589751
2020-12-14 00:00:00+00:00,0.03497700020670891,0.037578001618385315,0.034047000110149384,0.036945998668670654,72716169
2020-12-21 00:00:00+00:00,0.036945000290870667,0.03811800107359886,0.029558999463915825,0.031814999878406525,97467804
2020-12-28 00:00:00+00:00,0.03181099891662598,0.03520999848842621,0.030930999666452408,0.033048998564481735,68113257
2021-01-04 00:00:00+00:00,0.03307700157165527,0.06659399718046188,0.030090000480413437,0.049789998680353165,576683406
2021-01-11 00:00:00+00:00,0.04993399977684021,0.06724199652671814,0.03717600181698799,0.06131799891591072,450369223
2021-01-18 00:00:00+00:00,0.06139799952507019,0.12412899732589722,0.05773700028657913,0.09386499971151352,1792622978
2021-01-25 00:00:00+00:00,0.09380199760198593,0.09588900208473206,0.07711800187826157,0.08212199807167053,607320116
2021-02-01 00:00:00+00:00,0.08212199807167053,0.1116819977760315,0.07826700061559677,0.09631200134754181,691341445
2021-02-08 00:00:00+00:00,0.09629300236701965,0.14728300273418427,0.09266000241041183,0.12696999311447144,932765740
2021-02-15 00:00:00+00:00,0.1268409937620163,0.15937699377536774,0.11050699651241302,0.14720499515533447,796220146
2021-02-22 00:00:00+00:00,0.14717000722885132,0.14717000722885132,0.09404599666595459,0.11542099714279175,824443045
2021-03-01 00:00:00+00:00,0.11531499773263931,0.17853400111198425,0.11471100151538849,0.15266700088977814,1201640371
2021-03-08 00:00:00+00:00,0.1527319997549057,0.3930250108242035,0.14880900084972382,0.3669469952583313,3294643010
2021-03-15 00:00:00+00:00,0.36647099256515503,0.44944998621940613,0.299888014793396,0.34411001205444336,3241272811
2021-03-22 00:00:00+00:00,0.3443860113620758,0.3574939966201782,0.2899090051651001,0.34257400035858154,1417571933
