Date,Open,High,Low,Close,Volume
2016-01-01 00:00:00+00:00,430.72100830078125,458.7659912109375,424.70599365234375,458.0480041503906,300614100
2016-01-08 00:00:00+00:00,457.5379943847656,462.9339904785156,424.4429931640625,430.3059997558594,499157400
2016-01-15 00:00:00+00:00,430.2550048828125,430.2550048828125,354.91400146484375,410.2619934082031,610304308
2016-01-22 00:00:00+00:00,409.7510070800781,410.4100036621094,375.2820129394531,380.28900146484375,426500500
2016-01-29 00:00:00+00:00,380.1080017089844,391.6080017089844,365.4519958496094,389.593994140625,361558300
2016-02-05 00:00:00+00:00,388.89801025390625,391.093994140625,372.3869934082031,379.65399169921875,392646696
2016-02-12 00:00:00+00:00,379.6860046386719,425.9960021972656,379.6000061035156,422.37298583984375,510534100
2016-02-19 00:00:00+00:00,422.7300109863281,448.0459899902344,413.9070129394531,424.54400634765625,548695892
2016-02-26 00:00:00+00:00,424.6289978027344,441.5069885253906,419.4110107421875,421.6510009765625,467442796
2016-03-04 00:00:00+00:00,421.83599853515625,425.1780090332031,394.0350036621094,417.1310119628906,624562880
2016-03-11 00:00:00+00:00,417.2380065917969,423.9259948730469,410.093994140625,420.6210021972656,551760892
2016-03-18 00:00:00+00:00,420.5469970703125,420.5469970703125,406.1369934082031,416.3940124511719,467570504
2016-03-25 00:00:00+00:00,416.50799560546875,428.7969970703125,412.4960021972656,416.72900390625,438623404
2016-04-01 00:00:00+00:00,416.760009765625,424.5270080566406,415.83099365234375,422.7449951171875,363272500
2016-04-08 00:00:00+00:00,422.9070129394531,427.2770080566406,416.5150146484375,424.2820129394531,422543700
2016-04-15 00:00:00+00:00,424.427001953125,450.5480041503906,424.427001953125,449.42498779296875,395896400
2016-04-22 00:00:00+00:00,449.68798828125,467.9649963378906,436.6499938964844,449.010986328125,511181504
2016-04-29 00:00:00+00:00,449.4079895019531,455.5870056152344,441.7760009765625,447.97601318359375,411582700
2016-05-06 00:00:00+00:00,447.9419860839844,462.4809875488281,447.0679931640625,454.7659912109375,376380000
2016-05-13 00:00:00+00:00,454.8500061035156,458.6919860839844,438.7149963378906,438.7149963378906,432717296
2016-05-20 00:00:00+00:00,437.7929992675781,453.6440124511719,437.3890075683594,453.3840026855469,411208204
2016-05-27 00:00:00+00:00,453.52099609375,553.9600219726562,453.52099609375,537.9719848632812,867565696
2016-06-03 00:00:00+00:00,537.6820068359375,590.2589721679688,536.9199829101562,574.6300048828125,617295088
2016-06-10 00:00:00+00:00,575.8369750976562,773.7219848632812,573.3250122070312,766.3079833984375,1227280684
2016-06-17 00:00:00+00:00,768.4869995117188,777.989990234375,558.1389770507812,623.9769897460938,1756533984
2016-06-24 00:00:00+00:00,625.5750122070312,691.7310180664062,616.9340209960938,673.3369750976562,1002152984
